,labels,A680_N0,A680_N1,A680_N2,A680_C0,A680_C1,A680_C2,sites,y,x,A594_N0,A594_N1,A594_N2,A594_C0,A594_C1,A594_C2,A532_N0,A532_N1,A532_N2,A532_C0,A532_C1,A532_C2,A488_N0,A488_N1,A488_N2,A488_C0,A488_C1,A488_C2,A430_N0,A430_N1,A430_N2,A430_C0,A430_C1,A430_C2,A405_N0,A405_N1,A405_N2,A405_C0,A405_C1,A405_C2
14928,128,54.3369178772,0.0,260.738494873,65.1857910156,0.0,129.588623047,E9-Site_7,283.238095238,277.80952381,135.085159302,1131.20178223,541.864807129,126.283004761,1118.73962402,380.217651367,3687.57739258,135.960784912,43.1939582825,160.802566528,75.9361953735,24.0308990479,0.0,0.0,0.0,90.4680938721,19.3489379883,0.0,0.0,547.063171387,107.701591492,0.0,37.385383606,53.7000541687,0.0,3009.49951172,313.844390869,0.0,650.180664062,77.2682800293
14929,129,60.1538925171,0.0,218.850097656,62.0867118835,0.0,99.0762176514,E9-Site_7,284.380952381,30.9523809524,139.288406372,977.942199707,376.926361084,84.3568115234,934.336303711,305.599487305,5584.33544922,169.171844482,15.2444562912,140.80569458,47.328250885,18.9630203247,0.0,0.0,0.0,57.3441772461,0.0,0.0,0.0,567.137145996,112.267951965,0.0,33.4406356812,40.9082565308,0.0,2316.71704102,245.727111816,0.0,510.82623291,61.8951187134
14930,130,40.2019882202,0.0,363.89855957,91.3999481201,0.0,158.77835083,E9-Site_7,292.692307692,298.211538462,399.262512207,1433.13098145,918.397460938,189.20753479,1425.29882812,573.585083008,20161.9453125,774.379760742,40.5570983887,286.525085449,102.782752991,23.82172966,0.0,0.0,0.0,102.204803467,25.03931427,0.0,0.0,791.088989258,144.752731323,0.0,62.9950866699,58.4914932251,0.0,3910.50439453,339.870178223,0.0,1005.23431396,120.655769348
14931,131,54.9014282227,0.0,200.649673462,68.7321243286,0.0,98.9803009033,E9-Site_7,295.055555556,15.5277777778,194.520492554,1160.2442627,503.314422607,229.358123779,1130.0090332,498.614685059,7076.11523438,288.744995117,18.5563087463,168.542266846,54.6303482056,15.7374668121,0.0,0.0,0.832514882088,44.9672698975,95.8404541016,0.0,0.0,569.109741211,86.6524505615,0.0,36.5063781738,32.6915740967,0.0,2183.34521484,170.299987793,0.0,472.662963867,53.7855300903
14932,132,60.9852790833,0.0,253.140441895,60.6101799011,0.0,125.148345947,E9-Site_7,294.32,271.68,128.777175903,1102.15600586,531.705627441,126.82321167,1035.52050781,401.292938232,3197.59594727,124.392059326,24.4363098145,156.756408691,53.476890564,24.3234233856,0.0,0.0,0.0,89.9418334961,16.9721488953,0.0,0.0,607.583557129,100.085693359,0.0,38.0384979248,45.0088195801,0.0,2826.25512695,320.69934082,0.0,576.864318848,80.6226196289
14933,133,0.0,0.0,263.715332031,70.9640274048,0.0,148.6925354,E9-Site_7,300.466666667,319.366666667,1120.6262207,1561.06774902,1359.69165039,996.056884766,1598.28112793,1649.07373047,46193.8242188,1180.53051758,37.6563034058,687.298217773,106.355453491,42.8875045776,0.0,0.0,0.0,0.0,468.831726074,0.0,0.0,1093.69921875,85.8101196289,0.0,54.8315124512,35.0637931824,0.0,3326.21020508,123.019195557,0.0,633.213195801,37.9190483093
14934,134,68.9242553711,0.0,249.780639648,100.880844116,0.0,63.735458374,E9-Site_7,301.224137931,51.2413793103,59.8147621155,1725.86376953,662.928710938,134.06022644,1450.33056641,235.245361328,1566.6730957,155.23638916,34.5213470459,335.080749512,63.3060684204,14.6052742004,0.0,0.0,0.0,0.0,7.25902462006,0.0,0.0,478.029907227,88.0370025635,11.6221485138,61.6930999756,33.1820411682,0.0,2432.09057617,303.274291992,0.0,570.517089844,33.0768280029
14935,135,123.942565918,0.0,370.315734863,116.163299561,0.0,217.509994507,E9-Site_7,301.884615385,261.384615385,348.777648926,1459.47509766,972.465637207,324.34753418,1949.15100098,883.415161133,10686.4287109,314.377441406,41.7435302734,206.938980103,116.577102661,58.0183639526,0.0,0.0,0.0,254.261734009,130.259277344,0.0,0.0,710.238525391,157.420654297,0.0,45.0462493896,76.511177063,0.0,4096.53320312,408.269104004,0.0,1157.00683594,125.068283081
14936,136,111.839439392,0.0,380.890838623,83.9660110474,0.0,122.113739014,E9-Site_7,304.347826087,245.913043478,388.578460693,1641.11999512,993.522094727,181.810150146,1290.66271973,423.768280029,11003.1523438,341.637664795,51.9762916565,194.266479492,69.0197296143,22.8599720001,0.0,0.0,0.0,64.6663894653,50.0411376953,0.0,0.0,766.515136719,149.760559082,0.0,46.3050842285,43.8948402405,0.0,4253.80078125,403.93649292,0.0,641.117980957,62.598487854
14938,138,66.2242202759,0.0,269.969970703,92.3523712158,0.0,159.580535889,E9-Site_7,306.264705882,2.23529411765,336.098510742,1274.8404541,899.235107422,264.229827881,1466.33398438,792.426208496,10310.6855469,1290.51464844,27.0185317993,188.165893555,99.5122680664,40.6883926392,0.0,0.0,0.0,295.672821045,62.9643058777,0.0,0.0,367.887145996,107.330429077,0.0,68.2020111084,67.390411377,0.0,1992.66394043,199.907501221,0.0,796.481933594,84.9650726318
14939,139,0.0,0.0,260.507720947,68.1040802002,0.0,136.637878418,E9-Site_7,309.627906977,185.930232558,699.342651367,991.654174805,734.00201416,788.582458496,1502.46826172,1327.37084961,39692.6914062,1187.54406738,35.6998558044,634.514648438,115.390930176,55.2154998779,0.0,0.0,0.0,0.0,322.615234375,0.0,0.0,843.029907227,112.297782898,0.0,57.3001327515,50.8576164246,0.0,2769.1887207,250.069869995,0.0,698.376647949,94.5942840576
14940,140,0.0,0.0,211.44519043,48.8071136475,0.0,108.506980896,E9-Site_7,306.272727273,83.3181818182,519.291748047,825.86706543,597.418640137,373.213287354,1014.29644775,726.876220703,22864.4492188,473.628265381,27.687128067,368.402862549,67.4469909668,31.4045772552,0.0,0.0,0.0,31.2805099487,219.423171997,0.0,0.0,838.076538086,75.4631118774,0.0,59.1617469788,45.0926628113,0.0,2467.35913086,236.552520752,0.0,489.941436768,70.8757781982
14941,141,174.939758301,0.0,336.842834473,55.170791626,0.0,154.480239868,E9-Site_7,311.02,326.9,1743.2644043,3126.67089844,3756.10839844,930.055664062,2029.98291016,1902.9465332,9938.6328125,966.259521484,136.336746216,810.604003906,160.49697876,46.2047424316,0.0,276.428100586,0.0,0.0,475.547088623,0.0,0.0,500.191345215,161.012329102,0.0,131.105392456,72.3556365967,0.0,1540.55090332,270.070037842,0.0,852.051940918,109.032989502
14942,142,87.4530334473,0.0,258.260162354,75.6945495605,0.0,116.597442627,E9-Site_7,313.277777778,100.944444444,62.6648979187,1079.1730957,375.923431396,105.230857849,1167.87548828,320.447906494,1002.76757812,83.2492828369,22.7987346649,176.460403442,70.7398529053,23.465675354,0.0,0.0,0.0,75.7133331299,0.0,0.0,0.0,311.056213379,69.9995422363,0.0,36.6346244812,40.2158088684,0.0,2552.9597168,288.713745117,0.0,733.095153809,55.2716140747
14943,143,59.5943374634,0.0,224.590240479,70.2292480469,0.0,112.320022583,E9-Site_7,314.625,116.4375,47.611038208,767.250183105,348.130187988,83.826675415,1106.46630859,269.775238037,874.318481445,70.0274200439,25.2037849426,138.698638916,55.7747383118,17.9855670929,0.0,0.0,0.0,78.4004440308,0.0,0.0,2.60870361328,244.214263916,64.0636901855,0.0,35.9826049805,40.9505233765,0.0,2415.90185547,214.466400146,0.0,567.783447266,48.9748802185
14947,147,63.8319396973,0.0,327.044555664,86.6110076904,0.0,225.309738159,E9-Site_7,321.5,250.5,449.614013672,1725.71179199,634.416748047,281.03692627,1541.75085449,733.435913086,20016.8242188,648.055541992,17.4829101562,644.87677002,103.320755005,36.2493591309,0.0,0.0,0.0,20.1112041473,52.756526947,0.0,0.0,1013.08947754,187.36505127,0.0,167.874694824,96.0780258179,0.0,3912.21337891,382.253662109,0.0,1200.58666992,118.884132385
14949,149,43.0870437622,0.0,211.854309082,52.0774497986,0.0,107.121765137,E9-Site_7,326.084745763,3.52542372881,297.108856201,1366.60473633,826.473388672,209.52557373,1282.46569824,635.97668457,7264.37597656,862.200866699,9.95871067047,140.409545898,50.2509803772,17.853515625,0.0,0.0,0.0,200.881225586,77.5541152954,0.0,0.0,462.467681885,61.4521942139,0.0,44.8659248352,39.1967124939,0.0,2001.25830078,114.068466187,0.0,516.81842041,61.64635849
14950,150,0.0,0.0,223.360794067,36.4229698181,0.0,96.5955123901,E9-Site_7,322.842105263,81.7368421053,460.050292969,816.645996094,586.981384277,422.061279297,906.012512207,730.078369141,22312.3183594,473.520996094,34.5602226257,382.389831543,68.6721954346,28.0661659241,0.0,0.0,0.0,4.54836988449,199.615859985,0.0,0.0,825.329406738,82.8673553467,0.0,61.2893714905,37.2339897156,0.0,2505.13989258,186.345031738,0.0,557.894348145,56.4634094238
14951,151,70.8796920776,0.0,257.831665039,89.9971618652,0.0,132.185653687,E9-Site_7,332.829787234,117.191489362,200.254776001,1363.24829102,537.178222656,86.9619598389,1405.90844727,384.448516846,1747.39233398,161.254180908,10.9516878128,186.364013672,79.8103713989,29.9017238617,0.0,0.0,0.0,67.2618713379,0.0,0.0,0.0,464.276947021,12.4948682785,0.0,103.814483643,26.244474411,0.0,2565.65844727,283.022277832,0.0,772.719604492,108.021263123
14953,153,51.1417236328,143.237701416,209.258789062,78.5572967529,56.3496780396,57.7443161011,E9-Site_7,339.735294118,162.176470588,280.475738525,1926.67199707,551.475708008,202.998245239,1362.48291016,418.883361816,10724.3554688,459.260620117,16.9162368774,175.150878906,131.123840332,1.9201669693,0.0,0.0,0.0,80.4961471558,68.7033081055,0.0,0.0,847.014160156,103.558486938,0.0,205.770507812,0.0,0.0,2970.31005859,345.782043457,0.0,820.295349121,0.0679430738091
14954,154,33.8581428528,20.749830246,217.40713501,61.0895309448,23.7095985413,51.4579315186,E9-Site_7,339.619047619,140.095238095,559.241943359,999.774230957,797.116882324,482.537658691,963.737792969,760.523254395,17694.3964844,739.048339844,38.2897186279,338.694580078,93.4505767822,13.7979259491,0.0,0.0,0.0,0.0,205.794708252,0.0,0.0,781.72857666,68.3178634644,0.0,155.099212646,0.0,0.0,2115.16235352,282.406738281,0.0,575.723876953,4.36183309555
14955,155,115.531181335,0.0,357.933654785,103.707992554,0.0,217.377258301,E9-Site_7,340.933333333,258.666666667,206.008392334,1235.90136719,593.957641602,196.832626343,1644.60339355,608.294006348,5582.30322266,191.662567139,37.6632118225,1311.57397461,122.161712646,37.4739303589,0.0,0.0,0.0,0.0,0.0,0.0,5.82231283188,587.759338379,134.061645508,0.0,194.738891602,89.8375167847,0.0,3092.28393555,168.327438354,0.0,1185.66186523,136.081848145
14956,156,85.2133178711,0.0,306.467956543,74.699180603,0.0,96.438949585,E9-Site_7,341.214285714,199.071428571,119.25088501,1175.14929199,471.465515137,156.210861206,1137.92529297,425.01083374,3889.78149414,169.280822754,15.1324806213,170.791915894,70.0970840454,27.0284633636,0.0,0.0,0.0,52.1158790588,20.8581485748,0.0,6.99970626831,563.429077148,79.23412323,0.0,92.790763855,0.0,0.0,2781.34790039,183.410583496,0.0,628.27734375,51.4165115356
14957,157,60.6036262512,0.0,346.609527588,76.7310943604,0.0,146.477081299,E9-Site_7,344.386666667,236.426666667,221.690643311,1577.78979492,639.919799805,313.677154541,1538.60668945,821.29309082,7107.97998047,223.548965454,44.4163856506,233.119827271,93.6319274902,41.3374214172,0.0,0.0,0.0,67.4264831543,117.091552734,0.0,0.0,681.557861328,115.795700073,0.0,58.2750015259,66.1794891357,0.0,2835.34106445,221.834838867,0.0,823.525939941,64.4063415527
14958,158,88.1077728271,0.0,323.168334961,94.9117584229,0.0,139.782318115,E9-Site_7,343.806451613,302.677419355,513.981689453,1265.98876953,966.19152832,373.360809326,1288.20397949,824.95916748,18082.4882812,562.177856445,29.3048934937,302.347290039,74.9849777222,29.6072921753,0.0,0.0,0.0,54.0914230347,158.931976318,0.0,0.0,595.721923828,71.1371765137,0.0,73.0696411133,54.368144989,0.0,3012.78222656,240.75201416,0.0,852.630493164,75.9235916138
14959,159,79.7799835205,0.0,346.140808105,86.4937133789,0.0,198.927429199,E9-Site_7,341.785714286,280.214285714,155.51109314,1201.37780762,681.618591309,136.471511841,1609.42980957,561.740783691,5215.41503906,156.825485229,33.7814407349,287.913696289,102.343032837,33.7404785156,0.0,0.0,0.0,173.330215454,0.0,0.0,0.0,571.641296387,120.423950195,0.0,107.196357727,85.0968475342,0.0,3349.37451172,343.832458496,0.0,1087.78808594,138.15586853
14961,161,40.7194786072,0.0,343.836395264,109.669845581,0.0,179.098388672,E9-Site_7,347.666666667,211.6,579.267822266,1774.06896973,857.631225586,302.934326172,1662.24694824,789.934692383,26473.71875,926.450134277,63.6895484924,376.80670166,94.4089889526,42.0875167847,0.0,0.0,0.0,101.724472046,21.1015396118,0.0,0.0,625.600219727,114.412513733,0.0,119.424293518,53.6073303223,0.0,2918.81152344,233.308761597,0.0,983.414611816,82.8524932861
14962,162,42.9204368591,0.0,211.472763062,53.7146148682,0.0,99.7023010254,E9-Site_7,352.075,52.775,257.66885376,1257.92724609,628.394714355,239.419250488,1161.11791992,481.549041748,7699.78320312,281.37322998,27.4943618774,310.758605957,60.1383323669,20.0952415466,0.0,0.0,0.0,75.8822250366,77.4490966797,0.0,0.0,547.751831055,121.81023407,6.84914255142,69.5348358154,36.5939178467,0.0,2184.84667969,189.064346313,0.0,655.632446289,66.8902893066
14963,163,0.0,5.35967159271,195.031723022,131.200759888,0.0,119.839477539,E9-Site_7,350.416666667,129.0,514.625488281,1059.5168457,781.282714844,886.93170166,1809.0057373,1989.28393555,23330.0585938,998.641845703,11.3945140839,296.489624023,119.805206299,84.6662063599,0.0,0.0,0.0,244.180358887,466.919921875,0.0,0.0,757.978149414,165.861480713,0.0,144.971878052,0.0,0.0,2764.78759766,537.53137207,0.0,923.917297363,90.2290725708
14964,164,129.052597046,5.81855249405,392.279083252,105.524650574,5.50387096405,161.49206543,E9-Site_7,350.962962963,186.962962963,79.0700302124,1211.66137695,998.588378906,58.775352478,1437.32202148,690.903320312,210.30039978,68.5395507812,38.4080276489,143.764099121,61.3277206421,19.422700882,181.757980347,0.0,0.0,66.0400695801,0.0,0.0,0.0,115.724861145,94.1917877197,0.0,121.550140381,2.64886951447,0.0,678.266601562,746.019226074,0.0,534.23034668,20.297039032
14965,165,60.1172943115,0.0,221.656799316,62.1758575439,0.0,114.098693848,E9-Site_7,354.285714286,30.0285714286,295.192321777,1666.01721191,749.889892578,294.329193115,1572.81030273,745.767333984,6061.47802734,291.477996826,4.46636390686,169.241928101,45.6792259216,16.4916877747,0.0,0.0,0.0,154.838012695,147.144897461,0.0,10.0679473877,393.448730469,121.606895447,2.71610784531,55.1368103027,34.9002342224,0.0,1925.69763184,182.254394531,0.0,725.549255371,33.8337135315
14967,2,53.4095115662,0.0,171.848251343,57.6339950562,0.0,77.9764709473,E9-Site_8,14.75,183.2,101.432434082,742.337219238,376.006286621,139.461166382,784.542541504,384.949157715,4665.39453125,207.174835205,16.7942810059,132.847229004,46.9459915161,15.7360286713,0.0,0.0,0.0,49.6275482178,37.9809188843,0.0,0.0,430.479705811,107.321121216,0.0,25.7925624847,39.950881958,0.0,2039.28295898,242.78012085,0.0,437.907531738,74.1612014771
14968,3,18.932762146,0.0,155.135772705,29.0328178406,0.0,48.8213539124,E9-Site_8,18.1875,216.875,201.475280762,622.453857422,374.607055664,83.2416534424,393.221923828,241.714950562,11821.3564453,547.157714844,14.3449783325,127.262504578,25.9293708801,9.12003993988,0.0,0.0,0.0,0.0,24.1499328613,0.0,0.0,759.302246094,68.5173873901,0.0,32.973361969,24.6887245178,0.0,1939.30761719,136.810058594,0.0,240.552597046,21.1925735474
14969,4,76.0103683472,0.0,192.517059326,45.3096580505,0.0,70.7034835815,E9-Site_8,21.7894736842,142.421052632,163.050415039,1009.80786133,486.21472168,93.3021697998,651.092712402,261.757171631,5804.63378906,297.374359131,24.5145683289,142.271194458,42.8965148926,5.90384292603,0.0,0.0,0.0,0.0,8.74510097504,0.0,0.0,437.698791504,89.5692367554,0.0,36.4213981628,25.3074092865,0.0,2055.99707031,224.705322266,0.0,364.874664307,47.7210273743
14971,6,140.527450562,0.0,320.591033936,144.147857666,0.0,159.332275391,E9-Site_8,31.0,166.5,294.004425049,1686.73706055,997.793334961,250.955657959,1619.70336914,666.03314209,12532.5634766,899.202026367,46.5701065063,813.189025879,129.484344482,28.9699935913,0.0,0.0,0.0,43.3559417725,55.7744674683,0.0,0.0,567.810058594,115.976905823,0.0,68.7535171509,54.1389884949,0.0,2862.44824219,242.299560547,0.0,839.778320312,104.339363098
14972,7,98.013671875,0.0,221.027816772,65.8991241455,0.0,90.5074386597,E9-Site_8,31.3225806452,266.709677419,114.968544006,1035.23681641,531.165283203,110.700904846,1187.20654297,272.7527771,3487.86743164,146.642822266,35.3632621765,96.7892456055,53.9562492371,19.483953476,0.0,0.0,0.0,60.566619873,4.21963310242,0.0,0.0,377.717651367,120.179267883,0.0,35.4685516357,26.615398407,0.0,2265.35351562,208.156768799,0.0,568.147277832,62.7899551392
14973,8,56.5768241882,0.0,224.234085083,63.281211853,0.0,92.2109527588,E9-Site_8,31.9333333333,212.533333333,74.3296508789,775.67364502,372.361968994,79.5152740479,1107.1427002,213.217636108,4760.83105469,146.81729126,16.862821579,122.197784424,53.7978057861,11.8752470016,0.0,0.0,11.0847425461,40.8493156433,0.0,0.0,0.0,451.047729492,35.8091926575,0.0,10.8657617569,20.2644290924,0.0,2178.65063477,122.887481689,0.0,419.41998291,31.656463623
14974,9,75.5788879395,0.0,194.836868286,74.7530899048,0.0,84.0444946289,E9-Site_8,40.0,144.0,130.037658691,891.488220215,416.996856689,155.143386841,1089.9753418,380.945648193,5359.79052734,246.630615234,11.8802251816,126.39881897,61.0051002502,18.7269458771,0.0,0.0,4.24923849106,73.7753067017,37.1258773804,0.0,0.0,521.608215332,76.9034576416,0.0,30.5434246063,48.311580658,0.0,2170.35327148,181.873962402,0.0,582.233581543,86.5400161743
14975,10,67.4329528809,0.0,221.041030884,54.7873077393,0.0,89.1837081909,E9-Site_8,46.9230769231,240.846153846,116.797950745,782.069519043,492.404022217,97.7042541504,741.576171875,291.87991333,4037.81225586,168.46472168,22.783082962,102.554046631,37.149230957,21.3553466797,0.0,0.0,1.36792635918,45.7819290161,10.2809181213,0.0,0.0,435.874755859,74.5573425293,0.0,27.1439857483,26.8229484558,0.0,2204.68994141,184.116104126,0.0,328.300415039,36.860294342
14977,12,38.0244407654,0.0,192.997619629,33.9325027466,0.0,70.7171096802,E9-Site_8,49.3,55.15,150.305603027,1245.08642578,503.657562256,209.044296265,776.367126465,427.067230225,6593.04785156,372.798797607,22.4457206726,120.568557739,49.2499923706,20.0472488403,0.0,0.0,2.2317044735,9.55395698547,63.8202819824,0.0,0.0,436.51071167,94.4569320679,0.0,23.853723526,32.3918838501,0.0,2096.69335938,208.170013428,0.0,386.307556152,58.8045539856
14979,14,77.2141342163,0.0,278.606140137,60.225479126,0.0,89.018699646,E9-Site_8,60.2613636364,265.022727273,48.6592407227,954.984985352,511.946563721,49.440196991,863.308105469,187.461074829,1238.86572266,64.3528594971,31.8688049316,88.2380599976,37.0180702209,13.0317182541,0.0,0.0,0.0,195.992706299,0.0,0.0,0.0,259.297851562,113.043624878,0.0,19.5392189026,28.0485439301,0.0,1832.6628418,241.856872559,0.0,421.182098389,25.5953979492
14981,16,46.2468109131,0.0,179.901123047,43.0336074829,0.0,70.2045440674,E9-Site_8,65.8823529412,68.5882352941,141.736801147,797.343811035,434.931793213,217.700775146,956.013000488,377.991088867,7335.51953125,346.760986328,17.6626586914,142.373474121,63.0932006836,16.649810791,0.0,0.0,0.0,13.9404554367,70.9570236206,0.0,0.0,550.849914551,99.0786743164,0.0,21.1536808014,33.7454605103,0.0,2184.65307617,146.384399414,0.0,509.03012085,64.9174194336
14982,17,58.0197677612,0.0,283.982910156,89.9089584351,0.0,132.171203613,E9-Site_8,68.8461538462,255.884615385,663.828491211,1108.77172852,862.404174805,797.200378418,1496.98999023,1316.20532227,39910.1015625,2390.91210938,20.7616958618,873.879211426,122.192848206,36.2324981689,0.0,0.0,0.0,0.0,309.52355957,21.0897216797,0.0,851.385864258,96.4632415771,0.0,102.974220276,79.0621414185,0.0,3587.66235352,247.514587402,0.0,575.066650391,203.507049561
14983,18,30.421169281,0.0,187.741775513,71.0651550293,0.0,88.0443649292,E9-Site_8,75.0,123.7,235.587142944,911.077148438,672.567626953,398.797363281,968.612060547,664.935058594,13610.2714844,1106.2980957,23.7337284088,171.624145508,67.1951065063,22.463092804,0.0,0.0,3.92202377319,50.7442970276,213.909896851,0.0,0.0,453.442352295,56.1469573975,0.0,10.0592241287,26.0214042664,0.0,2074.70556641,159.44354248,0.0,538.801635742,49.7709960938
14984,19,57.1141319275,0.0,194.729019165,106.675491333,0.0,117.307250977,E9-Site_8,77.5,269.5,122.862640381,802.955688477,356.828125,148.477478027,1197.28515625,435.388580322,5080.20410156,190.956298828,9.81930351257,203.901000977,81.5122451782,26.0215034485,0.0,0.0,2.5300860405,208.320068359,17.3832092285,0.0,0.0,570.089538574,72.1920013428,0.0,49.6503067017,38.4951667786,0.0,2247.19970703,121.66746521,0.0,519.569702148,89.4589614868
14986,21,19.3809661865,0.0,155.231384277,24.0713100433,0.0,49.5076179504,E9-Site_8,82.5,391.0,230.926940918,808.856933594,448.140625,96.7207336426,955.196411133,102.197013855,18702.0390625,598.991027832,19.5171737671,183.641677856,50.9156188965,11.7416992188,0.0,0.0,0.0,0.0,12.9390621185,0.0,0.0,548.97869873,62.5372009277,0.0,16.8224372864,16.5976085663,0.0,2051.15332031,182.436782837,0.0,245.792266846,49.1102027893
14987,22,50.0095863342,0.0,221.569122314,67.1649780273,0.0,98.9999237061,E9-Site_8,86.2777777778,125.722222222,283.368652344,928.73034668,573.489440918,378.960205078,1108.36535645,796.991638184,14297.9394531,1084.95959473,22.9729194641,218.09185791,80.9241943359,33.9712524414,0.0,0.0,0.0,32.7411117554,195.963150024,0.0,0.0,633.331542969,111.885803223,0.0,17.8398799896,32.992389679,0.0,2522.34863281,335.791229248,0.0,570.981628418,65.4428100586
14988,23,95.0580062866,0.0,267.834869385,124.577125549,0.0,176.698410034,E9-Site_8,87.4285714286,295.857142857,99.9614868164,980.596984863,596.463317871,129.475723267,1573.19262695,593.029846191,4967.35058594,160.973434448,53.4638061523,123.470413208,84.5362472534,74.0350494385,0.0,0.0,1.1134506464,140.332794189,0.0,0.0,0.0,515.163330078,92.4698638916,0.0,35.6297607422,68.4224090576,0.0,2636.28686523,434.388000488,0.0,678.495666504,395.600067139
14989,24,38.2196388245,0.0,216.123657227,60.7700424194,0.0,88.9768218994,E9-Site_8,90.2258064516,50.3548387097,331.394958496,890.80670166,705.832946777,252.337585449,681.899475098,537.010620117,18194.9414062,1192.8848877,31.00598526,158.524703979,50.3739013672,23.5285797119,0.0,0.0,0.0,37.7967529297,111.343238831,0.0,0.0,346.55166626,57.6553192139,0.0,25.5510921478,36.2412223816,0.0,1832.00305176,178.609436035,0.0,467.546386719,79.5156173706
14990,25,48.0063858032,0.0,103.517608643,32.3093109131,0.0,42.9528503418,E9-Site_8,87.5,409.5625,246.30960083,827.708618164,369.974212646,130.988815308,538.714599609,324.417205811,11547.5996094,411.139770508,17.4983844757,382.770568848,53.695640564,6.33913469315,0.0,0.0,0.0,0.0,4.68445301056,0.0,0.0,354.469177246,34.0333366394,0.0,36.051525116,37.8525848389,0.0,1488.46582031,168.543563843,0.0,309.796203613,34.2660102844
14991,26,50.593208313,0.0,206.441467285,66.3668441772,0.0,98.1366424561,E9-Site_8,88.0555555556,253.166666667,237.700973511,831.405639648,517.797363281,314.45904541,957.407958984,872.583129883,11572.9375,522.676391602,21.0197410583,229.10333252,59.3438644409,25.6538276672,0.0,0.0,0.0,25.0029220581,100.401527405,0.0,0.0,813.828552246,115.042419434,0.0,19.0793037415,32.6534500122,0.0,2486.42089844,220.805450439,0.0,509.261291504,76.3354492188
14992,27,86.8449783325,0.0,237.642578125,99.3174438477,0.0,113.058326721,E9-Site_8,90.0,282.615384615,116.528800964,927.575073242,414.520782471,135.918273926,1043.12805176,385.749572754,5728.83740234,210.739257812,29.2044391632,136.04133606,55.7924995422,32.0455627441,0.0,0.0,0.0,193.66053772,22.015914917,0.0,0.0,535.22454834,51.0433616638,0.0,30.5784244537,38.7882270813,0.0,2440.1862793,245.164138794,0.0,417.511657715,98.1616821289
14993,28,29.4637870789,0.0,179.884735107,36.5870513916,0.0,73.0015182495,E9-Site_8,93.5,21.2777777778,309.692443848,785.883728027,543.752990723,244.801223755,680.196044922,500.683288574,15357.2460938,886.843933105,17.9049758911,169.098907471,42.9697532654,13.8155288696,0.0,0.0,1.48483300209,40.5005340576,115.240264893,0.0,0.0,420.703552246,68.7434463501,0.0,15.9111747742,36.3857688904,0.0,1648.99707031,174.886459351,0.0,438.985046387,57.0713424683
14994,29,86.6535491943,0.0,255.958221436,98.1569595337,0.0,112.68170929,E9-Site_8,93.5,233.772727273,353.280944824,1618.49267578,731.33203125,507.795227051,1871.62609863,898.44329834,18469.5722656,854.428527832,32.4752197266,1040.92358398,141.812347412,46.2678756714,0.0,0.0,0.0,0.0,170.792709351,0.0,0.0,634.95300293,106.217010498,0.0,46.2491645813,30.6106529236,0.0,2680.16894531,136.066680908,0.0,585.638916016,76.9171600342
14995,30,77.8172836304,0.0,212.901489258,83.4779891968,0.0,131.27722168,E9-Site_8,92.9047619048,317.476190476,5.4854221344,1414.22583008,489.882995605,52.3157081604,1283.47009277,244.249359131,81.6997299194,79.6548156738,24.2372627258,104.971343994,56.7796440125,19.4154529572,140.246078491,0.0,0.0,124.920402527,0.0,0.0,0.0,141.411895752,79.2176513672,0.0,35.5305671692,46.4816207886,0.0,2321.31616211,254.900238037,0.0,606.23223877,75.0425949097
14996,31,11.5485124588,0.0,193.417236328,44.6283111572,0.0,58.1290664673,E9-Site_8,95.5,72.5,389.694671631,751.873291016,651.349365234,332.34753418,587.734985352,610.902099609,21474.0078125,1225.29321289,18.1878890991,214.832061768,48.2176094055,18.6914272308,0.0,0.0,0.347333163023,0.0,172.859649658,0.0,0.0,553.853393555,85.9476928711,0.0,26.0350513458,30.7740516663,0.0,2002.56176758,206.700317383,0.0,291.655334473,36.7465019226
14997,32,54.2894630432,0.0,255.359024048,64.3338623047,0.0,118.824302673,E9-Site_8,98.4358974359,360.923076923,174.115188599,1131.03674316,570.181152344,138.622268677,998.738464355,412.26776123,9447.09277344,539.783508301,19.3382110596,164.664123535,58.4853248596,17.0050544739,0.0,0.0,0.0,83.5135192871,38.410861969,0.0,0.0,688.659423828,104.24168396,0.0,30.6089458466,38.3051223755,0.0,2324.64453125,268.827301025,0.0,502.921295166,89.4565582275
14998,33,97.5093688965,0.0,229.634857178,48.8940086365,0.0,127.609893799,E9-Site_8,99.5,93.6842105263,128.213012695,1264.765625,552.26171875,516.135620117,1606.62768555,768.875671387,3569.71240234,220.516784668,45.1826095581,1353.49499512,139.150665283,40.7290840149,0.0,0.0,0.0,0.0,147.273635864,0.0,0.0,303.086669922,84.1577758789,0.0,91.0879058838,44.6493644714,0.0,1741.80004883,179.146179199,0.0,527.612670898,80.9968490601
14999,34,10.5576314926,0.0,208.285125732,97.3660430908,0.0,114.676643372,E9-Site_8,98.2142857143,305.357142857,441.057983398,947.682006836,648.816772461,173.094665527,1355.15136719,441.36807251,25729.765625,961.486328125,13.6600141525,163.982330322,67.515045166,29.660900116,0.0,0.0,0.914812684059,229.602035522,22.6167411804,0.0,0.0,922.438964844,61.4189758301,0.0,38.1902122498,57.465549469,0.0,2390.91699219,257.90045166,0.0,527.713378906,80.6397857666
